,open,high,low,close,adjclose,volume,ticker
2016-01-11,33.10380172729492,37.650299072265625,30.475400924682617,36.72679901123047,36.72679901123047,2660780.0,ITC
2016-01-12,35.66120147705078,40.349700927734375,35.66120147705078,40.349700927734375,40.349700927734375,2612147.0,ITC
2016-01-13,43.97269821166992,44.32789993286133,42.62300109863281,44.32789993286133,44.32789993286133,3832565.0,ITC
2016-01-14,44.967201232910156,48.16389846801758,44.043701171875,45.819698333740234,45.819698333740234,3286828.0,ITC
2016-01-15,8000.0,8000.0,7700.0,7800.0,7800.0,38430.0,ITC
2016-01-19,56.688499450683594,59.24589920043945,53.27870178222656,55.480899810791016,55.480899810791016,3113075.0,ITC
2016-01-20,54.06010055541992,55.33879852294922,49.93989944458008,49.93989944458008,49.93989944458008,3003675.0,ITC
2016-01-21,48.16389846801758,53.27870178222656,46.17490005493164,51.21860122680664,51.21860122680664,2575924.0,ITC
2016-01-22,7700.0,7700.0,7600.0,7700.0,7700.0,91000.0,ITC
2016-01-25,53.98910140991211,56.120201110839844,49.37160110473633,50.579200744628906,50.579200744628906,2803666.0,ITC
2016-01-26,50.79240036010742,52.42620086669922,49.01639938354492,50.79240036010742,50.79240036010742,1944451.0,ITC
2016-01-27,50.93439865112305,53.98910140991211,50.93439865112305,53.6338996887207,53.6338996887207,1628675.0,ITC
2016-01-28,54.62839889526367,56.475399017333984,54.06010055541992,55.76499938964844,55.76499938964844,2274026.0,ITC
2016-01-29,7900.0,7900.0,7700.0,7900.0,7900.0,48720.0,ITC
2016-02-01,51.71590042114258,53.207698822021484,50.579200744628906,51.36069869995117,51.36069869995117,1548976.0,ITC
2016-02-02,52.42620086669922,52.49729919433594,46.60110092163086,47.950801849365234,47.950801849365234,2526218.0,ITC
2016-02-03,47.950801849365234,48.092899322509766,43.19129943847656,44.11479949951172,44.11479949951172,2371195.0,ITC
2016-02-04,44.683101654052734,45.10929870605469,42.907100677490234,43.33330154418945,43.33330154418945,1281420.0,ITC
2016-02-05,8100.0,8100.0,7900.0,8000.0,8000.0,110500.0,ITC
2016-02-08,43.61750030517578,43.9015998840332,39.07099914550781,39.1421012878418,39.1421012878418,2703672.0,ITC
2016-02-09,39.1421012878418,43.049198150634766,36.58470153808594,42.0546989440918,42.0546989440918,1915913.0,ITC
2016-02-10,43.33330154418945,44.043701171875,40.349700927734375,40.917999267578125,40.917999267578125,1870693.0,ITC
2016-02-11,39.852500915527344,41.48630142211914,39.49729919433594,40.6338996887207,40.6338996887207,1261919.0,ITC
2016-02-12,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,ITC
2016-02-16,36.93989944458008,39.78139877319336,36.58470153808594,39.0,39.0,1200374.0,ITC
2016-02-17,39.639400482177734,40.136600494384766,37.72129821777344,38.21860122680664,38.21860122680664,1133833.0,ITC
2016-02-18,38.00550079345703,38.28960037231445,37.082000732421875,37.295101165771484,37.295101165771484,886044.0,ITC
2016-02-19,8000.0,8200.0,8000.0,8000.0,8000.0,224820.0,ITC
2016-02-22,38.00550079345703,39.07099914550781,37.15299987792969,37.79240036010742,37.79240036010742,870901.0,ITC
2016-02-23,37.93439865112305,38.43170166015625,37.01089859008789,37.15299987792969,37.15299987792969,817218.0,ITC
2016-02-24,37.3661003112793,38.644798278808594,36.93989944458008,37.3661003112793,37.3661003112793,1344426.0,ITC
2016-02-25,37.79240036010742,38.28960037231445,37.082000732421875,37.3661003112793,37.3661003112793,905597.0,ITC
2016-02-26,8000.0,8200.0,8000.0,8100.0,8100.0,176600.0,ITC
2016-02-29,36.93989944458008,37.3661003112793,34.16939926147461,34.737701416015625,34.737701416015625,1250095.0,ITC
2016-03-01,35.305999755859375,35.732200622558594,33.74319839477539,34.02730178833008,34.02730178833008,693375.0,ITC
2016-03-02,34.24039840698242,34.524600982666016,31.469999313354492,31.967199325561523,31.967199325561523,1626072.0,ITC
2016-03-03,33.032798767089844,34.38249969482422,32.748600006103516,33.956298828125,33.956298828125,1054334.0,ITC
2016-03-04,8200.0,8200.0,8100.0,8100.0,8100.0,124420.0,ITC
2016-03-07,36.087398529052734,36.15850067138672,34.311500549316406,34.524600982666016,34.524600982666016,972730.0,ITC
2016-03-08,34.66669845581055,36.79779815673828,34.59560012817383,36.30059814453125,36.30059814453125,1390191.0,ITC
2016-03-09,36.51369857788086,37.437198638916016,35.80329895019531,36.01639938354492,36.01639938354492,1035684.0,ITC
2016-03-10,36.15850067138672,38.147499084472656,36.15850067138672,37.579200744628906,37.579200744628906,1492463.0,ITC
2016-03-11,8400.0,8400.0,8100.0,8100.0,8100.0,145110.0,ITC
2016-03-14,39.71039962768555,40.349700927734375,38.076499938964844,38.36069869995117,38.36069869995117,1361940.0,ITC
2016-03-15,38.43170166015625,39.639400482177734,37.508201599121094,38.076499938964844,38.076499938964844,1113874.0,ITC
2016-03-16,38.36069869995117,38.644798278808594,36.72679901123047,37.01089859008789,37.01089859008789,991223.0,ITC
2016-03-17,37.01089859008789,37.01089859008789,37.01089859008789,37.01089859008789,37.01089859008789,0.0,ITC
2016-03-18,8300.0,8300.0,8100.0,8200.0,8200.0,163690.0,ITC
2016-03-21,37.15299987792969,38.21860122680664,36.93989944458008,37.15299987792969,37.15299987792969,634702.0,ITC
2016-03-22,37.79240036010742,38.21860122680664,37.082000732421875,37.295101165771484,37.295101165771484,638844.0,ITC
2016-03-23,37.295101165771484,37.579200744628906,35.66120147705078,35.94540023803711,35.94540023803711,991520.0,ITC
2016-03-24,36.22949981689453,37.15299987792969,36.01639938354492,36.44260025024414,36.44260025024414,623431.0,ITC
2016-03-28,37.01089859008789,38.71590042114258,37.01089859008789,38.00550079345703,38.00550079345703,1509608.0,ITC
2016-03-29,38.36069869995117,40.917999267578125,37.863399505615234,40.136600494384766,40.136600494384766,1864801.0,ITC
2016-03-30,40.84700012207031,41.912601470947266,39.49729919433594,40.27870178222656,40.27870178222656,2051582.0,ITC
2016-03-31,40.349700927734375,41.77050018310547,39.852500915527344,40.491798400878906,40.491798400878906,1700621.0,ITC
2016-04-01,7700.0,7900.0,7700.0,7900.0,7900.0,4310.0,ITC
2016-04-04,43.049198150634766,44.043701171875,41.27320098876953,41.62839889526367,41.62839889526367,1594765.0,ITC
2016-04-05,41.84149932861328,42.267799377441406,40.6338996887207,41.13119888305664,41.13119888305664,1089048.0,ITC
2016-04-06,41.48630142211914,44.89619827270508,41.20220184326172,44.11479949951172,44.11479949951172,2277831.0,ITC
2016-04-07,44.683101654052734,45.251399993896484,43.75960159301758,44.043701171875,44.043701171875,1703593.0,ITC
2016-04-08,7800.0,7800.0,7600.0,7800.0,7800.0,86690.0,ITC
2016-04-11,42.83610153198242,43.54650115966797,41.20220184326172,41.48630142211914,41.48630142211914,1002414.0,ITC
2016-04-12,41.34429931640625,42.125701904296875,39.71039962768555,39.923500061035156,39.923500061035156,1185741.0,ITC
2016-04-13,40.84700012207031,40.98910140991211,39.28419876098633,39.49729919433594,39.49729919433594,674177.0,ITC
2016-04-14,39.49729919433594,39.49729919433594,39.49729919433594,39.49729919433594,39.49729919433594,0.0,ITC
2016-04-15,7700.0,7700.0,7500.0,7700.0,7700.0,44290.0,ITC
2016-04-18,38.71590042114258,39.71039962768555,38.43170166015625,38.644798278808594,38.644798278808594,617028.0,ITC
2016-04-19,39.21310043334961,39.28419876098633,36.30059814453125,37.15299987792969,37.15299987792969,802260.0,ITC
2016-04-20,37.082000732421875,38.00550079345703,36.44260025024414,36.79779815673828,36.79779815673828,959018.0,ITC
2016-04-21,37.01089859008789,37.224098205566406,36.01639938354492,36.22949981689453,36.22949981689453,898165.0,ITC
2016-04-22,7600.0,7600.0,7600.0,7600.0,7600.0,54820.0,ITC
